title,domestic_revenue,distributor,opening_theaters,MPAA,release_days,action,animation,comedy,drama,horror,thriller
Guardians of the Galaxy,6.4670393772749115,4,3.511214701136388,4,0.47712125471966244,0,1,0,0,0,0
Coco,5.81990569689715,4,3.0813473078041325,2,2.0170333392987803,0,0,0,0,1,0
Pirates of the Caribbean,5.405469304638569,1,3.6214878645806303,0,1.5185139398778875,0,0,1,0,0,0
X-Men,5.984831437994188,0,1.1760912590556813,4,1.7403626894942439,0,0,1,0,0,0
The Matrix,6.990681492504312,2,3.104145550554008,0,2.0211892990699383,0,0,1,0,0,0
Forrest Gump,5.731454991554498,3,3.130655349022031,2,2.143014800254095,0,1,0,0,0,0
Jaws,6.616817353402799,4,2.678518379040114,1,1.4313637641589874,0,0,0,0,0,1
Interstellar,4.820871109920718,3,3.63286204010023,3,1.9867717342662448,0,1,0,0,0,0
Deadpool,5.784276283972637,2,2.7299742856995555,1,1.7403626894942439,0,0,0,1,0,0
Mad Max,6.014727556314795,4,3.402433346219312,4,2.2121876044039577,0,0,0,0,0,1
The Hunger Games,6.9665976668628975,0,2.73559889969818,4,1.6334684555795864,0,0,1,0,0,0
The Avengers,5.9382204191823105,3,3.5251744278352715,1,2.184691430817599,1,0,0,0,0,0
Titanic,6.376273940092947,2,2.9449759084120477,4,2.0453229787866576,0,0,0,0,0,1
Jurassic Park,6.209908114363453,3,2.909020854211156,2,1.9030899869919435,0,0,1,0,0,0
Avatar,6.95918793005273,4,3.6010817277840235,1,1.8808135922807914,0,0,0,1,0,0
The Lion King,6.258271785318883,3,2.5490032620257876,4,0.9542425094393249,0,0,0,0,0,1
Star Wars,6.755890550943837,3,3.550595207489328,4,1.7160033436347992,0,1,0,0,0,0
Frozen,5.543433511084617,0,3.400192488592576,4,2.060697840353612,0,0,0,1,0,0
Inception,6.782097004881263,4,3.45499721730946,2,2.100370545117563,0,0,0,1,0,0
The Dark Knight,4.688464317108728,1,3.052693941924968,3,1.9637878273455553,0,1,0,0,0,0
Harry Potter,6.946081531789512,2,3.3925210899319325,4,1.9731278535996986,0,1,0,0,0,0
Toy Story,5.958179106595572,1,3.139249217571607,1,1.9395192526186185,0,0,0,0,1,0
Finding Nemo,6.962595517191546,2,3.587598729721245,2,2.012837224705172,1,0,0,0,0,0
Black Panther,5.582613272543108,0,3.5658478186735176,0,2.089905111439398,0,0,0,1,0,0
The Godfather,6.684705808663501,0,1.4471580313422192,0,2.1367205671564067,0,0,0,0,0,1
Spider-Man,6.7111671218862465,2,3.1528995963937474,1,1.5314789170422551,0,0,0,0,0,1
Shrek,5.387895022686629,2,2.960946195733831,1,2.0569048513364727,0,0,0,0,1,0
Iron Man,6.89140068076245,4,3.361727836017593,0,1.7993405494535817,0,0,0,0,0,1
Captain America,4.971637610093387,0,3.3109056293761414,4,1.380211241711606,0,1,0,0,0,0
Batman Begins,6.8752088984190145,1,3.204662511748219,3,1.9344984512435677,0,0,0,1,0,0
Wonder Woman,6.308196761624719,1,3.484442207642407,4,1.724275869600789,0,0,0,0,0,1
Guardians of the Galaxy,6.254124209659319,1,3.6201360549737576,3,2.12057393120585,0,0,0,0,1,0
Coco,5.678164061477017,0,3.256717745977487,0,1.9590413923210936,0,0,0,1,0,0
Pirates of the Caribbean,6.927756487554166,0,3.468495024507069,2,1.863322860120456,0,1,0,0,0,0
X-Men,4.870081869516458,3,3.184975190698261,3,1.7558748556724915,0,0,0,0,1,0
The Matrix,6.730916418038573,1,3.237040791379191,0,2.2041199826559246,0,1,0,0,0,0
Forrest Gump,6.932764786509954,0,3.6494322232416168,1,2.2013971243204513,0,0,1,0,0,0
Jaws,6.675978950379939,3,3.554125581513013,4,1.380211241711606,1,0,0,0,0,0
Interstellar,6.465083055057785,2,3.375846436309156,4,2.0718820073061255,0,0,1,0,0,0
Deadpool,5.946391341604594,2,3.6307328928171967,0,1.8750612633917,0,1,0,0,0,0
Mad Max,5.640883743173494,1,3.606596309179285,0,1.8573324964312685,0,1,0,0,0,0
The Hunger Games,6.9756727406359795,3,3.617734035364018,0,2.225309281725863,0,0,0,0,1,0
The Avengers,5.883384874680011,2,2.8432327780980096,0,1.9344984512435677,0,0,0,1,0,0
Titanic,6.790928035081657,1,3.484299839346786,1,2.0681858617461617,0,0,1,0,0,0
Jurassic Park,5.89358756561096,2,3.3085644135612386,2,1.99563519459755,0,0,0,1,0,0
Avatar,6.033528295279234,0,3.292920299600006,1,2.214843848047698,0,0,1,0,0,0
The Lion King,6.442940942408769,4,3.6527296960692475,2,0.6989700043360189,0,0,0,0,0,1
Star Wars,5.981501941340624,1,3.262213705476417,2,2.2278867046136734,0,0,0,0,1,0
Frozen,6.811260162316735,0,3.1911714557285586,0,1.8512583487190752,0,0,0,0,1,0
Inception,6.821829799693632,0,3.374748346010104,1,2.130333768495006,0,1,0,0,0,0
The Dark Knight,4.3311437483715745,1,2.9222062774390163,1,1.8750612633917,0,0,0,0,1,0
Harry Potter,5.8690479860428875,3,3.552303109338354,3,2.0791812460476247,0,0,0,0,1,0
Toy Story,5.878506859190753,1,3.561220678933944,1,1.1760912590556813,0,0,0,0,1,0
Finding Nemo,6.703512339090487,4,3.274850320016665,0,2.2095150145426308,0,0,0,0,1,0
Black Panther,5.953584779315296,3,3.5440680443502757,0,2.1760912590556813,0,1,0,0,0,0
The Godfather,5.921610012119456,4,3.5864747785713966,3,2.2528530309798933,1,0,0,0,0,0
Spider-Man,6.868368494415508,3,3.4575791469957626,4,1.2304489213782739,0,0,0,0,0,1
Shrek,6.2125298427781726,2,3.3963737275365067,2,2.1367205671564067,0,1,0,0,0,0
Iron Man,6.876439147327121,1,2.7363965022766426,2,1.5185139398778875,1,0,0,0,0,0
Captain America,6.551217539426655,1,3.6473829701146196,0,2.1367205671564067,0,0,0,1,0,0
Batman Begins,6.769925904052823,2,3.544811911757776,3,2.1818435879447726,0,0,1,0,0,0
Wonder Woman,6.6592916786321545,4,1.7634279935629373,0,2.143014800254095,0,0,0,0,1,0
Guardians of the Galaxy,4.798547065252727,2,3.5503506723016156,1,2.0,0,0,0,0,0,1
Coco,5.152887379780801,2,2.8756399370041685,3,2.1172712956557644,1,0,0,0,0,0
Pirates of the Caribbean,4.516878971775435,3,3.2979792441593623,3,2.0492180226701815,0,1,0,0,0,0
X-Men,6.823693994382834,4,3.596047007545439,0,1.7481880270062005,0,0,0,0,0,1
The Matrix,5.87315545712344,2,3.3854275148051305,0,2.0755469613925306,0,1,0,0,0,0
Forrest Gump,6.036248321822611,1,3.448242412634439,1,1.919078092376074,0,0,0,0,0,1
Jaws,6.667902238550573,3,3.5569052690554477,1,2.1818435879447726,0,0,0,0,1,0
Interstellar,6.937901015439321,1,3.4991369945373827,0,2.089905111439398,0,0,1,0,0,0
Deadpool,5.737787203066689,3,2.662757831681574,0,2.2405492482826,0,0,0,1,0,0
Mad Max,5.948613438350521,1,2.846955325019824,1,2.130333768495006,1,0,0,0,0,0
The Hunger Games,6.8648322334090315,2,3.5067755366066433,1,1.505149978319906,0,0,0,0,1,0
The Avengers,6.109000790697268,3,3.353531559077762,4,2.0293837776852097,0,1,0,0,0,0
Titanic,6.807850825254745,1,3.598571663482141,4,1.5563025007672873,0,1,0,0,0,0
Jurassic Park,6.094894385648871,3,2.4099331233312946,2,1.146128035678238,1,0,0,0,0,0
Avatar,5.161439879511265,1,3.5363058723510337,4,1.8920946026904804,0,0,1,0,0,0
The Lion King,4.472624824984669,2,3.5471591213274176,4,2.2278867046136734,0,0,1,0,0,0
Star Wars,5.8588564851173315,1,3.4584867637982066,1,2.225309281725863,0,1,0,0,0,0
Frozen,5.89994081924294,0,3.3104808914626753,0,1.863322860120456,0,0,0,1,0,0
Inception,6.652828620852763,2,3.576341350205793,2,1.4313637641589874,0,0,0,1,0,0
The Dark Knight,6.855728196640709,3,2.419955748489758,2,2.0530784434834195,0,0,0,0,1,0
Harry Potter,5.874115789239812,2,3.4452927694259716,4,1.9138138523837167,0,0,0,0,0,1
Toy Story,6.951416549314114,4,3.586024382386976,4,1.6127838567197355,1,0,0,0,0,0
Finding Nemo,6.8604320436082595,2,3.625209525381881,1,1.3617278360175928,0,1,0,0,0,0
Black Panther,4.215981056791863,2,2.4927603890268375,0,1.6434526764861874,1,0,0,0,0,0
The Godfather,6.982093814652488,3,3.5483894181329183,1,1.9637878273455553,0,1,0,0,0,0
Spider-Man,6.32642025335435,0,3.0576661039098294,1,2.1492191126553797,0,0,0,1,0,0
Shrek,5.732217593558067,1,3.2081725266671217,0,1.3617278360175928,0,1,0,0,0,0
Iron Man,5.729971859466622,2,3.581835924057648,3,1.5563025007672873,0,0,1,0,0,0
Captain America,6.464894888513074,0,3.024074987307426,1,1.8750612633917,1,0,0,0,0,0
Batman Begins,5.777847137794483,1,3.590507462008583,1,1.255272505103306,0,1,0,0,0,0
Wonder Woman,6.706963272767303,4,3.640878778701618,0,1.6812412373755872,0,0,0,0,0,1
Guardians of the Galaxy,6.832833618016861,4,3.0136796972911926,0,1.8512583487190752,1,0,0,0,0,0
Coco,6.953471628543698,4,3.0025979807199086,0,1.7781512503836436,0,0,0,0,0,1
Pirates of the Caribbean,6.288885441307311,2,2.060697840353612,4,1.5797835966168101,0,1,0,0,0,0
X-Men,6.9908608489045445,4,3.4189638307036225,0,1.8976270912904414,0,0,0,0,1,0
The Matrix,6.768490105171245,2,3.400710636773231,3,2.187520720836463,0,0,0,0,0,1
Forrest Gump,6.711404371153231,3,3.1215598441875008,4,1.6989700043360187,0,0,1,0,0,0
Jaws,6.99385964852933,1,3.42422807069598,2,2.0043213737826426,0,0,0,1,0,0
Interstellar,6.9740415897964905,3,2.534026106056135,2,1.568201724066995,0,0,1,0,0,0
Deadpool,5.887594797447993,1,3.3979400086720375,0,1.3617278360175928,0,1,0,0,0,0
Mad Max,4.864718685895433,3,2.974971994298069,4,2.155336037465062,1,0,0,0,0,0
The Hunger Games,6.82371282995173,0,3.315130317183602,1,2.2430380486862944,1,0,0,0,0,0
The Avengers,6.967472155262241,3,3.6231458746379395,2,2.146128035678238,0,0,0,0,0,1
Titanic,5.955723338879289,0,3.3895204658463776,0,1.4471580313422192,0,0,0,0,0,1
Jurassic Park,5.985882984313934,1,3.188365926063148,2,1.919078092376074,0,1,0,0,0,0
Avatar,5.912464385832055,4,2.089905111439398,2,1.7481880270062005,0,0,1,0,0,0
The Lion King,6.87979076815432,4,3.2889196056617265,0,1.6434526764861874,0,0,1,0,0,0
Star Wars,4.938669801022679,2,3.458939861890326,4,2.1702617153949575,0,1,0,0,0,0
Frozen,4.275034792561396,3,2.9822712330395684,0,1.9637878273455553,0,1,0,0,0,0
Inception,5.224393195709057,3,3.5460488664017342,0,2.2380461031287955,0,0,0,0,0,1
The Dark Knight,2.9818186071706636,2,3.382197210377454,2,2.089905111439398,0,0,0,0,0,1
Harry Potter,6.5342001699221814,3,3.6307328928171967,4,2.113943352306837,0,0,0,0,0,1
Toy Story,4.189321841020496,2,3.527372082827612,2,2.123851640967086,0,0,0,0,0,1
Finding Nemo,5.047940405208889,4,3.27415784926368,1,2.1271047983648077,0,0,0,1,0,0
Black Panther,5.615302859968161,1,3.4255342204982635,3,2.0170333392987803,0,1,0,0,0,0
The Godfather,6.133821427205111,3,2.9459607035775686,0,1.806179973983887,0,1,0,0,0,0
Spider-Man,6.558811493326906,3,3.307923703611882,2,2.0293837776852097,0,0,0,0,0,1
Shrek,6.700857509749654,4,3.3585059114902354,1,2.143014800254095,0,0,1,0,0,0
Iron Man,5.891973205985464,3,3.390405156480081,1,1.414973347970818,1,0,0,0,0,0
Captain America,4.649889544368922,3,3.464042205438811,2,1.99563519459755,0,0,0,0,0,1
Batman Begins,5.973740977061167,1,3.6444385894678386,1,1.7075701760979363,0,0,0,0,0,1
Wonder Woman,6.999635517455544,1,2.4742162640762553,0,2.0293837776852097,1,0,0,0,0,0
Guardians of the Galaxy,5.891066670444284,3,2.847572659142112,1,1.9444826721501687,0,0,1,0,0,0
Coco,6.413844554038679,1,3.149834696715785,1,1.8129133566428555,0,0,1,0,0,0
Pirates of the Caribbean,5.842255919668236,4,3.4470028984661623,4,1.8512583487190752,0,0,0,0,0,1
X-Men,6.422957177027969,1,3.644143050509919,0,0.0,1,0,0,0,0,0
The Matrix,6.781270345124645,1,3.594834355583318,3,2.0086001717619175,0,0,0,0,1,0
Forrest Gump,6.980590522637678,2,3.526339277389844,0,2.0211892990699383,0,1,0,0,0,0
Jaws,5.857063391770899,0,3.6261349786353887,0,0.9542425094393249,0,0,1,0,0,0
Interstellar,6.736218684045652,0,3.3279716236230104,0,2.247973266361807,0,1,0,0,0,0
Deadpool,6.758879356923682,4,3.638589083292717,4,1.5185139398778875,1,0,0,0,0,0
Mad Max,6.768595853511483,2,3.4679039465228003,3,2.155336037465062,0,0,1,0,0,0
The Hunger Games,5.633681510603341,4,3.3690302218091532,2,2.0827853703164503,0,1,0,0,0,0
The Avengers,5.63912077093466,3,3.1658376246901283,4,1.954242509439325,0,0,0,1,0,0
Titanic,6.930398049352055,1,3.5811528919662887,3,1.3617278360175928,1,0,0,0,0,0
Jurassic Park,6.89152725525617,3,3.4776999283321306,4,2.089905111439398,0,0,0,0,0,1
Avatar,6.407567985722035,3,2.2068258760318495,3,1.9138138523837167,1,0,0,0,0,0
The Lion King,6.178069734230732,4,3.463594402187,3,1.8750612633917,0,0,1,0,0,0
Star Wars,5.923347138370003,2,2.3283796034387376,2,2.103803720955957,0,1,0,0,0,0
Frozen,6.084749603691551,1,3.1414497734004674,3,2.0718820073061255,0,0,0,0,1,0
Inception,6.234457045018957,0,3.4553017716570764,3,1.7323937598229686,0,0,0,0,1,0
The Dark Knight,6.7172186683394886,2,3.1283992687178066,1,1.863322860120456,0,0,0,0,0,1
Harry Potter,4.954493362678243,0,3.548020694905531,4,2.1986570869544226,0,0,1,0,0,0
Toy Story,5.98684918400456,3,3.1367205671564067,2,2.167317334748176,0,0,0,1,0,0
Finding Nemo,5.68322270275718,1,2.916453948549925,2,1.6532125137753437,0,0,0,1,0,0
Black Panther,6.589312876636066,4,3.495405563146193,3,2.1789769472931693,1,0,0,0,0,0
The Godfather,5.353681621627545,1,3.3376588910261424,1,2.2329961103921536,0,0,1,0,0,0
Spider-Man,5.710764514829877,2,3.615739688619155,3,1.5314789170422551,0,1,0,0,0,0
Shrek,5.8211052438455075,2,3.1577588860468637,4,2.184691430817599,0,0,1,0,0,0
Iron Man,6.984472269218242,4,3.386498965550653,4,0.6020599913279624,0,1,0,0,0,0
Captain America,6.965545706657345,3,3.3639878297484915,2,1.6434526764861874,0,0,0,1,0,0
Batman Begins,5.8103635932965885,4,3.1838390370564214,4,2.0969100130080562,1,0,0,0,0,0
Wonder Woman,5.509511662219549,0,3.622006673006805,1,2.146128035678238,0,0,0,0,0,1
Guardians of the Galaxy,5.795808439715299,1,1.146128035678238,2,2.1172712956557644,0,0,1,0,0,0
Coco,5.83469022597657,2,3.5896145406312665,4,1.9731278535996986,0,0,0,0,1,0
Pirates of the Caribbean,6.600102019141592,1,3.5969268143429707,3,2.1818435879447726,0,0,0,0,1,0
X-Men,5.143530023937294,4,3.591287265058499,0,1.8388490907372552,0,0,0,0,1,0
The Matrix,5.944921186817719,0,3.1559430179718366,0,1.8750612633917,0,1,0,0,0,0
Forrest Gump,6.542677691934617,1,3.443888546777372,2,1.3222192947339193,0,0,0,1,0,0
Jaws,6.7635638016696,3,3.0770043267933502,4,1.9084850188786497,0,0,0,1,0,0
Interstellar,6.983715346694466,2,2.884228769632604,0,1.505149978319906,0,0,0,1,0,0
Deadpool,5.88160545735297,1,3.339848783037637,3,1.1760912590556813,1,0,0,0,0,0
Mad Max,5.776390239860922,0,2.662757831681574,0,1.9637878273455553,0,0,0,0,0,1
The Hunger Games,6.341872950524832,4,3.4148062795010126,0,1.845098040014257,0,0,0,1,0,0
The Avengers,6.629319264611984,0,3.048053173115609,0,2.2121876044039577,0,0,0,0,1,0
Titanic,5.8307547850220995,4,3.017450729510536,2,2.2380461031287955,0,0,0,0,0,1
Jurassic Park,6.587497019491951,3,2.9169800473203824,0,2.1931245983544616,0,0,1,0,0,0
Avatar,5.943353025637274,3,3.4101020766428607,1,0.0,0,0,0,0,1,0
The Lion King,6.297541230021082,3,3.566319621524811,3,2.0827853703164503,0,0,0,0,1,0
Star Wars,5.910204312640789,2,2.534026106056135,2,2.1367205671564067,0,0,0,0,1,0
Frozen,6.33099744615381,2,3.364550995353972,4,2.225309281725863,0,0,0,0,1,0
Inception,6.977332610016652,3,3.6336704060514435,0,2.167317334748176,0,0,0,1,0,0
The Dark Knight,6.736693075918317,3,2.499687082618404,4,1.146128035678238,0,0,0,0,0,1
Harry Potter,5.973469610496657,3,3.214578953570499,3,1.8129133566428555,0,0,0,0,0,1
Toy Story,4.76766780899997,4,3.0576661039098294,0,2.2329961103921536,0,0,0,1,0,0
Finding Nemo,4.518421807033958,4,2.7634279935629373,4,2.0170333392987803,1,0,0,0,0,0
Black Panther,6.1135673578302585,1,2.7708520116421442,4,1.8512583487190752,1,0,0,0,0,0
The Godfather,5.714187207275066,3,3.126780577012009,4,1.7075701760979363,0,0,0,0,0,1
Spider-Man,6.741176032155281,4,3.619927710291468,0,1.146128035678238,0,0,1,0,0,0
Shrek,6.69396618455319,3,3.5773768919170146,1,2.2528530309798933,0,0,0,0,1,0
Iron Man,6.527156816454416,3,3.3564083270389813,2,1.8260748027008264,0,0,0,1,0,0
Captain America,6.8565563463704375,1,2.710963118995276,4,1.3010299956639813,0,0,0,0,0,1
Batman Begins,6.5181223719572285,4,3.413634997198556,1,1.7634279935629373,0,0,0,0,1,0
Wonder Woman,5.841677878043413,4,2.866877814337499,2,2.2174839442139063,0,0,0,1,0,0
Guardians of the Galaxy,4.243707586661791,3,2.214843848047698,3,1.9030899869919435,0,0,0,0,0,1
Coco,5.704147941963696,4,3.2973227142053028,1,2.220108088040055,0,0,0,0,0,1
Pirates of the Caribbean,4.742921422599296,3,3.388633969351789,1,1.4771212547196624,0,1,0,0,0,0
X-Men,6.56554984710954,2,3.2027606873931997,3,1.7481880270062005,0,0,0,1,0,0
The Matrix,5.821016064852399,3,2.9459607035775686,2,1.8512583487190752,0,0,0,0,0,1
Forrest Gump,6.95873513061216,1,3.0696680969115957,1,1.5563025007672873,1,0,0,0,0,0
Jaws,5.428442580279988,3,3.1209028176145273,3,1.462397997898956,0,0,1,0,0,0
Interstellar,6.992878211586504,2,2.456366033129043,4,1.255272505103306,0,0,0,0,1,0
Deadpool,5.630316998815333,1,3.436162647040756,4,1.1139433523068367,0,0,1,0,0,0
Mad Max,5.975198283728928,1,3.2762319579218335,4,2.0969100130080562,0,1,0,0,0,0
The Hunger Games,4.900574666359741,2,2.3384564936046046,3,2.110589710299249,0,0,0,0,0,1
The Avengers,5.919997508824528,1,3.516667559099043,0,2.0969100130080562,0,0,0,1,0,0
Titanic,5.887062264001081,0,3.037824750588342,2,1.6127838567197355,1,0,0,0,0,0
Jurassic Park,5.191638218193423,3,2.910090545594068,0,2.2380461031287955,0,1,0,0,0,0
Avatar,5.927377036543618,3,3.6110857334148725,2,2.2013971243204513,0,0,0,0,0,1
The Lion King,5.576173129316468,4,2.8182258936139557,3,0.7781512503836436,0,0,0,1,0,0
Star Wars,4.741246171744091,0,3.143327129992046,0,2.0530784434834195,0,0,0,0,1,0
Frozen,6.776076527437072,1,3.545430829465351,3,1.8573324964312685,0,0,0,0,0,1
Inception,4.292256071356476,2,2.5943925503754266,3,2.012837224705172,0,0,0,0,0,1
The Dark Knight,6.147556065205567,4,3.461798557525109,0,1.5185139398778875,1,0,0,0,0,0
Harry Potter,6.638544663405785,2,3.162564406523019,2,1.255272505103306,0,0,0,0,1,0
Toy Story,6.5355532266419605,2,3.449324093098727,1,1.6812412373755872,0,0,1,0,0,0
Finding Nemo,6.521076074583273,4,3.59659709562646,0,2.1760912590556813,0,0,0,1,0,0
Black Panther,6.78897439191413,4,3.4551495211798278,2,0.9030899869919435,1,0,0,0,0,0
The Godfather,6.987336487005267,4,2.3654879848909,0,2.0569048513364727,0,0,0,0,1,0
Spider-Man,5.811981631424478,3,3.633367445117007,0,2.03342375548695,0,0,0,1,0,0
Shrek,6.818797360534841,2,3.612571954065176,2,1.9084850188786497,0,0,1,0,0,0
Iron Man,6.0223025601654605,3,3.1414497734004674,0,2.089905111439398,1,0,0,0,0,0
Captain America,6.719622100592612,4,3.154119525515847,4,0.7781512503836436,0,1,0,0,0,0
Batman Begins,5.805632689680276,1,3.511214701136388,3,1.8864907251724818,0,0,0,1,0,0
Wonder Woman,4.764415264880041,4,2.895422546039408,4,2.155336037465062,0,0,1,0,0,0
Guardians of the Galaxy,4.544588885286461,0,3.2237554536572413,2,2.225309281725863,0,1,0,0,0,0
Coco,6.929604866129201,2,3.5098742850047193,2,0.7781512503836436,0,0,0,0,1,0
Pirates of the Caribbean,4.9701282790340064,0,3.5520595341878844,2,1.8388490907372552,0,1,0,0,0,0
X-Men,5.570407493601808,0,3.286231854028553,1,2.1335389083702174,1,0,0,0,0,0
The Matrix,6.833909232290199,0,3.649334858712142,3,0.3010299956639812,0,0,0,1,0,0
Forrest Gump,6.931174876844076,3,3.509740015570382,3,1.6532125137753437,0,0,0,0,0,1
Jaws,6.853198607515559,2,3.6530194510996132,0,1.6020599913279623,0,0,0,1,0,0
Interstellar,6.880191305540949,0,3.2579184503140586,1,1.5440680443502757,0,0,0,1,0,0
Deadpool,4.552814172921466,4,3.17260293120986,1,1.6127838567197355,0,0,0,0,0,1
Mad Max,4.849517687142774,3,3.4194600727860704,2,2.0293837776852097,0,1,0,0,0,0
The Hunger Games,6.437614864222383,2,3.158060793936605,0,2.093421685162235,0,0,1,0,0,0
The Avengers,5.804339148233406,3,2.60422605308447,2,1.6434526764861874,1,0,0,0,0,0
Titanic,5.845342416997284,1,3.5836521085420436,0,2.0,1,0,0,0,0,0
Jurassic Park,5.81240861370254,0,1.9867717342662448,4,1.8976270912904414,1,0,0,0,0,0
Avatar,5.412752778836422,0,3.1696744340588068,4,1.9138138523837167,0,1,0,0,0,0
The Lion King,5.95867757800481,2,3.1755118133634475,2,1.662757831681574,0,0,1,0,0,0
Star Wars,5.47001188629146,1,3.569490954348783,1,1.8260748027008264,0,0,0,0,0,1
Frozen,6.838389187514886,3,3.6225248624035684,4,2.1072099696478683,0,1,0,0,0,0
Inception,5.790544114968579,3,3.084933574936716,2,2.1818435879447726,0,1,0,0,0,0
The Dark Knight,6.89501131875542,1,3.197280558125619,3,1.954242509439325,0,0,0,1,0,0
Harry Potter,6.842413763108193,4,3.529173603261723,3,2.110589710299249,1,0,0,0,0,0
Toy Story,6.956890948658715,0,3.5771469848275252,3,0.6020599913279624,0,0,1,0,0,0
Finding Nemo,6.982661334710791,4,3.091315159697223,3,0.47712125471966244,0,1,0,0,0,0
Black Panther,4.825075424613678,2,3.480438147177817,3,1.7708520116421442,0,0,0,0,0,1
The Godfather,5.7056653277678615,1,2.9132839017604186,2,2.155336037465062,0,0,1,0,0,0
Spider-Man,6.3835135880061165,4,3.6372895476781744,0,1.3617278360175928,0,0,1,0,0,0
Shrek,6.431912397870257,1,3.285782273779395,0,2.1172712956557644,0,1,0,0,0,0
Iron Man,6.022921775979395,3,2.6148972160331345,3,1.7634279935629373,1,0,0,0,0,0
Captain America,6.979983862000754,3,3.127428777851599,0,1.4313637641589874,0,1,0,0,0,0
Batman Begins,6.817900314752976,3,3.5933968423002067,0,2.0569048513364727,0,1,0,0,0,0
Wonder Woman,6.655349669619316,2,3.238798562713917,3,1.5314789170422551,0,0,0,1,0,0
Guardians of the Galaxy,6.8842711197841,4,3.3064250275506875,2,2.0211892990699383,1,0,0,0,0,0
Coco,6.95582388486388,2,3.595055089759304,4,1.7481880270062005,1,0,0,0,0,0
Pirates of the Caribbean,6.791927166348221,4,3.469380135849925,3,2.2405492482826,0,0,0,0,0,1
X-Men,5.810967372965505,1,3.2538224387080734,0,2.113943352306837,0,1,0,0,0,0
The Matrix,4.762198249051364,1,3.539828558377898,0,2.1789769472931693,0,0,0,0,1,0
Forrest Gump,6.8802318196232735,3,3.17666993266815,2,1.2787536009528289,0,1,0,0,0,0
Jaws,6.057601829655232,2,3.0958664534785427,4,1.568201724066995,0,1,0,0,0,0
Interstellar,6.231238873931513,0,2.7218106152125467,1,1.8808135922807914,0,1,0,0,0,0
Deadpool,5.876230545829468,1,3.646893624167745,1,1.7993405494535817,0,1,0,0,0,0
Mad Max,6.847223849727471,0,3.344785122632661,3,2.130333768495006,0,0,1,0,0,0
The Hunger Games,6.224832588819303,0,1.8864907251724818,0,2.0827853703164503,0,0,0,0,1,0
The Avengers,5.880038599864343,2,2.311753861055754,1,1.4771212547196624,0,0,1,0,0,0
Titanic,6.753994333222411,4,2.9185545305502734,0,2.155336037465062,0,0,1,0,0,0
Jurassic Park,5.888819508136782,4,3.230448921378274,4,2.089905111439398,0,0,0,0,0,1
Avatar,5.599523921387816,4,3.435525851498655,4,1.146128035678238,0,0,0,1,0,0
The Lion King,6.825279705339425,4,2.2648178230095364,0,2.110589710299249,0,1,0,0,0,0
Star Wars,5.609436455238426,2,3.27600198996205,3,2.130333768495006,0,0,0,1,0,0
Frozen,6.906872081689775,1,3.5212688755983854,4,1.6720978579357175,0,0,0,1,0,0
Inception,6.7199689993728144,3,3.5439439424829065,4,2.0043213737826426,0,1,0,0,0,0
The Dark Knight,5.452272634473437,2,2.2095150145426308,0,1.6232492903979006,0,0,1,0,0,0
Harry Potter,4.901970236402641,1,3.2576785748691846,1,1.380211241711606,0,0,1,0,0,0
Toy Story,5.062521818054562,4,3.403635189790548,2,1.6989700043360187,0,0,0,1,0,0
Finding Nemo,5.487787210319777,2,3.243286146083446,3,2.113943352306837,0,1,0,0,0,0
Black Panther,6.945248279919595,1,3.3418300569205104,4,2.2430380486862944,0,1,0,0,0,0
The Godfather,4.600689804531001,2,3.0132586652835167,1,1.6812412373755872,1,0,0,0,0,0
Spider-Man,5.569386786079954,2,2.645422269349092,4,2.03342375548695,0,0,0,0,1,0
Shrek,5.279345209767911,3,3.0145205387579237,3,2.1903316981702914,0,1,0,0,0,0
Iron Man,6.533200797786277,3,3.154119525515847,2,1.792391689498254,0,0,0,0,0,1
Captain America,4.553470372213122,1,2.655138434811382,3,1.8976270912904414,0,0,0,0,0,1
Batman Begins,6.741820023812619,2,3.060697840353612,2,1.7781512503836436,0,0,1,0,0,0
Wonder Woman,6.82006352773306,3,3.598790506763115,4,1.7708520116421442,0,0,0,0,0,1
Guardians of the Galaxy,5.256104106163609,1,3.3841741388070337,2,2.1398790864012365,0,0,0,0,1,0
Coco,5.688994348036145,1,1.3979400086720377,1,2.2227164711475833,0,0,0,1,0,0
Pirates of the Caribbean,5.597375927966022,4,3.216165902285993,3,2.060697840353612,1,0,0,0,0,0
X-Men,6.892656038522391,4,3.1189257528257768,2,1.8976270912904414,1,0,0,0,0,0
The Matrix,5.802350167186716,0,3.5654936298688624,3,1.8129133566428555,1,0,0,0,0,0
Forrest Gump,6.454041510777414,3,2.7209857441537393,4,2.0681858617461617,0,0,0,0,0,1
Jaws,4.920587647808317,2,1.9138138523837167,0,1.3010299956639813,0,0,0,1,0,0
Interstellar,6.274929883411243,3,3.1389339402569236,1,2.1072099696478683,0,0,0,0,1,0
Deadpool,6.692981679413363,4,2.949877704036875,1,1.968482948553935,0,0,0,1,0,0
Mad Max,6.634263193862061,2,3.6027109449575576,2,2.1702617153949575,0,1,0,0,0,0
The Hunger Games,6.662285326692935,3,3.4075608494863627,1,0.0,0,1,0,0,0,0
The Avengers,5.7154743515828415,3,3.4424797690644486,3,2.1958996524092336,0,0,0,0,0,1
Titanic,5.903056870775127,0,3.594171479114912,4,1.9867717342662448,0,0,1,0,0,0
